stock,option type,strike price,expiration date,days to expiration,current price,dividend,annualized volatility,open interest,last option price,10 branch binomial equation,150 branch binomial equation,option valuation,Days Til ER,StrikeBLow,ExAfterEarnings,premium plus,mean diff,actual spread
COP,CALL,93.0,2022-03-11,12,91.27,0.0162,0.33506534439586616,1015,2.11,1.58829,1.533901,0.752744,64,N,N,0.0227,0.2601443127962085,-12.6263
COP,CALL,77.5,2022-03-18,19,91.27,0.0162,0.33506534439586616,2915,14.23,14.01936,14.024175,0.985536,64,N,N,0.1836,0.014633345045678163,-3.2143
COP,CALL,80.0,2022-03-18,19,91.27,0.0162,0.33506534439586616,4108,11.93,11.600743,11.601263,0.972445,64,N,N,0.1491,0.027577284157585934,-2.1186
COP,CALL,82.5,2022-03-18,19,91.27,0.0162,0.33506534439586616,1082,9.75,9.241397,9.269074,0.950674,64,N,N,0.1182,0.050745076923076976,-3.125
COP,CALL,85.0,2022-03-18,19,91.27,0.0162,0.33506534439586616,3668,7.65,7.13729,7.109187,0.932979,64,N,N,0.09,0.06885771241830066,-5.3691
COP,CALL,87.5,2022-03-18,19,91.27,0.0162,0.33506534439586616,2467,5.85,5.190533,5.19296,0.887685,64,N,N,0.0669,0.11252196581196572,-3.4783
COP,CALL,90.0,2022-03-18,19,91.27,0.0162,0.33506534439586616,9561,4.25,3.627432,3.587504,0.853513,64,N,N,0.0472,0.15118399999999999,-4.8193
COP,CALL,92.0,2022-03-18,19,91.27,0.0162,0.33506534439586616,5259,3.15,2.574961,2.565752,0.817448,64,N,N,0.0342,0.18401380952380952,-3.2258
COP,CALL,92.5,2022-03-18,19,91.27,0.0162,0.33506534439586616,3247,2.89,2.385029,2.340986,0.82527,64,N,N,0.0312,0.1823503460207613,-4.2403
COP,CALL,95.0,2022-03-18,19,91.27,0.0162,0.33506534439586616,9159,1.91,1.435371,1.437254,0.752489,64,N,N,0.0201,0.24800392670157065,-11.0497
COP,CALL,100.0,2022-03-18,19,91.27,0.0162,0.33506534439586616,10731,0.76,0.418811,0.44678,0.587869,64,N,N,0.0076,0.4305322368421053,-9.7222
COP,CALL,105.0,2022-03-18,19,91.27,0.0162,0.33506534439586616,1319,0.31,0.086854,0.107184,0.345755,64,N,N,0.003,0.6870354838709678,-38.4615
COP,CALL,82.5,2022-04-14,46,91.27,0.0162,0.33506534439586616,1016,10.78,10.386948,10.355176,0.963539,64,N,N,0.1307,0.0379348794063079,-2.3474
COP,CALL,85.0,2022-04-14,46,91.27,0.0162,0.33506534439586616,1088,8.88,8.425239,8.465094,0.953276,64,N,N,0.1045,0.04896773648648657,-4.023
COP,CALL,90.0,2022-04-14,46,91.27,0.0162,0.33506534439586616,1002,5.68,5.300744,5.302016,0.933454,64,N,N,0.0631,0.06665845070422531,-2.6786
COP,CALL,92.5,2022-04-14,46,91.27,0.0162,0.33506534439586616,1257,4.43,4.084587,4.055598,0.922029,64,N,N,0.0479,0.08124322799097063,-3.4483
COP,CALL,95.0,2022-04-14,46,91.27,0.0162,0.33506534439586616,1018,3.4,3.133246,3.034214,0.921543,64,N,N,0.0358,0.09302058823529406,-6.0606
COP,CALL,100.0,2022-04-14,46,91.27,0.0162,0.33506534439586616,8059,1.89,1.600463,1.590239,0.846806,64,N,N,0.0189,0.1558989417989418,-8.8398
COP,CALL,105.0,2022-04-14,46,91.27,0.0162,0.33506534439586616,1205,0.99,0.726296,0.765297,0.773028,64,N,N,0.0094,0.24667020202020198,-26.4368
COP,PUT,75.0,2022-03-18,19,91.27,0.0162,0.33506534439586616,1497,0.26,0.003197,0.008928,0.034337,64,N,N,0.0035,0.9766826923076924,-47.619
COP,PUT,80.0,2022-03-18,19,91.27,0.0162,0.33506534439586616,1804,0.57,0.102552,0.102909,0.180542,64,N,N,0.0071,0.8197710526315789,-16.9811
COP,PUT,85.0,2022-03-18,19,91.27,0.0162,0.33506534439586616,1532,1.3,0.627446,0.598923,0.48265,64,N,N,0.0153,0.5283196153846154,-8.0
COP,PUT,87.5,2022-03-18,19,91.27,0.0162,0.33506534439586616,1087,1.96,1.182119,1.178826,0.603122,64,N,N,0.0224,0.397718112244898,-12.5
COP,PUT,90.0,2022-03-18,19,91.27,0.0162,0.33506534439586616,4285,2.91,2.112581,2.072772,0.725973,64,N,N,0.0323,0.2808671821305842,-3.8596
COP,PUT,72.5,2022-04-14,46,91.27,0.0162,0.33506534439586616,1372,0.71,0.056805,0.083141,0.1171,64,N,N,0.0098,0.9014464788732394,-40.678
COST,CALL,520.0,2022-03-18,19,517.48999,0.0062,0.20277264355769656,1730,14.08,9.091261,9.068151,0.645686,4,N,Y,0.0271,0.35513451704545457,-4.7273
COST,CALL,525.0,2022-03-18,19,517.48999,0.0062,0.20277264355769656,1608,11.53,7.122541,6.888281,0.61774,4,N,Y,0.022,0.39241882046834337,-6.7265
COST,CALL,530.0,2022-03-18,19,517.48999,0.0062,0.20277264355769656,1156,9.3,5.15382,5.136216,0.554174,4,N,Y,0.0175,0.44677225806451615,-5.5249
COST,CALL,540.0,2022-03-18,19,517.48999,0.0062,0.20277264355769656,1127,5.78,2.75478,2.649523,0.476606,4,N,Y,0.0107,0.5324997404844292,-6.25
COST,CALL,550.0,2022-03-18,19,517.48999,0.0062,0.20277264355769656,5450,3.38,1.105506,1.226467,0.36286,4,N,Y,0.0061,0.6550335798816569,-7.6923
COST,CALL,560.0,2022-03-18,19,517.48999,0.0062,0.20277264355769656,1162,1.94,0.507632,0.519561,0.267815,4,N,Y,0.0035,0.7352595360824742,-9.1892
COST,CALL,575.0,2022-03-18,19,517.48999,0.0062,0.20277264355769656,2272,0.84,0.098397,0.113675,0.135327,4,N,Y,0.0015,0.8737666666666668,-35.2113
COST,CALL,580.0,2022-03-18,19,517.48999,0.0062,0.20277264355769656,2128,0.66,0.038172,0.066052,0.100079,4,N,Y,0.0011,0.9210424242424242,-100.0
COST,CALL,600.0,2022-03-18,19,517.48999,0.0062,0.20277264355769656,1392,0.29,0,0.005709,0.019686,4,N,Y,0.0005,0.990156896551724,-85.0
COST,PUT,500.0,2022-03-18,19,517.48999,0.0062,0.20277264355769656,3793,8.73,2.789474,2.833588,0.324581,4,N,Y,0.0175,0.6779460481099656,-4.0936
COST,PUT,510.0,2022-03-18,19,517.48999,0.0062,0.20277264355769656,3427,12.23,5.942106,5.716862,0.485863,4,N,Y,0.024,0.5233455437448896,-7.2034
COST,PUT,520.0,2022-03-18,19,517.48999,0.0062,0.20277264355769656,1699,16.3,10.294139,10.217508,0.631542,4,N,Y,0.0313,0.37080837423312885,-3.75
COST,PUT,535.0,2022-03-18,19,517.48999,0.0062,0.20277264355769656,1128,24.68,20.056783,20.046719,0.812674,4,N,Y,0.0461,0.18753034846029173,-3.0864
COST,PUT,545.0,2022-03-18,19,517.48999,0.0062,0.20277264355769656,1139,32.25,28.34581,28.331429,0.87894,4,N,Y,0.0592,0.12128311627906976,-5.414
COST,PUT,420.0,2022-04-14,46,517.48999,0.0062,0.20277264355769656,1642,2.5,0.006328,0.012615,0.005046,4,N,Y,0.006,0.9962114,-42.7184
COST,PUT,465.0,2022-04-14,46,517.48999,0.0062,0.20277264355769656,1685,6.15,0.852095,0.853765,0.138824,4,N,Y,0.0132,0.8613121951219511,-8.4746
COST,PUT,470.0,2022-04-14,46,517.48999,0.0062,0.20277264355769656,1709,6.95,1.088564,1.213142,0.174553,4,N,Y,0.0148,0.8344096402877698,-7.4627
COTY,CALL,9.0,2022-03-18,19,9.13,0,0.49796043410586244,2924,0.52,0.495162,0.492891,0.952235,na,N,na,0.0578,0.04994903846153848,-14.5833
COTY,CALL,10.0,2022-03-18,19,9.13,0,0.49796043410586244,3221,0.13,0.13763,0.135517,1.058696,na,N,na,0.013,0.05056538461538458,-8.3333
COUP,PUT,110.0,2022-04-14,46,115.93,0,0.5164060321619022,1078,9.3,5.529676,5.344877,0.594589,15,N,Y,0.0845,0.41534661290322583,-18.8235
COUP,PUT,130.0,2022-04-14,46,115.93,0,0.5164060321619022,1453,19.8,17.047254,17.188762,0.868119,15,N,Y,0.1523,0.13545414141414147,-3.0769
COUR,CALL,25.0,2022-03-18,19,19.99,0,0.6246308639340917,2317,0.08,0.08413,0.08317,1.051623,na,N,na,0.0032,0.045624999999999916,-100.0
COUR,PUT,20.0,2022-03-18,19,19.99,0,0.6246308639340917,1551,1.25,1.091421,1.112908,0.890326,na,N,na,0.0625,0.11826840000000001,-17.3913
CP,CALL,75.0,2022-03-18,19,70.84,0.0082,0.24946592049067715,1426,0.38,0.394253,0.37721,1.037509,51,N,N,0.0051,0.02242500000000004,-50.0
CP,PUT,65.0,2022-03-18,19,70.84,0.0082,0.24946592049067715,1586,0.4,0.09853,0.098145,0.246325,51,N,N,0.0062,0.7541562500000001,-66.6667
CP,PUT,70.0,2022-03-18,19,70.84,0.0082,0.24946592049067715,1376,1.35,1.166772,1.140689,0.864275,51,N,N,0.0193,0.14538481481481488,-34.7826
CPE,CALL,55.0,2022-03-18,19,51.56,0,0.8350570772976783,1463,3.13,2.69785,2.602425,0.861933,na,N,na,0.0569,0.15331070287539933,-11.8644
CPE,CALL,60.0,2022-03-18,19,51.56,0,0.8350570772976783,5322,1.85,1.327967,1.310845,0.71782,na,N,na,0.0308,0.28680756756756765,-17.6471
CPE,CALL,70.0,2022-03-18,19,51.56,0,0.8350570772976783,2074,0.7,0.275628,0.269781,0.393754,na,N,na,0.01,0.6104221428571428,-33.3333
CPE,CALL,60.0,2022-04-14,46,51.56,0,0.8350570772976783,1259,3.85,3.323518,3.290993,0.863251,na,N,na,0.0642,0.14097259740259746,-8.1081
CPE,CALL,65.0,2022-04-14,46,51.56,0,0.8350570772976783,3088,2.73,2.211834,2.1997,0.810196,na,N,na,0.042,0.1920267399267399,-9.6154
CPE,CALL,70.0,2022-04-14,46,51.56,0,0.8350570772976783,3033,2.0,1.509604,1.448389,0.754802,na,N,na,0.0286,0.26050175000000003,-16.2162
CPE,CALL,75.0,2022-04-14,46,51.56,0,0.8350570772976783,6024,1.5,0.807373,0.940554,0.627036,na,N,na,0.02,0.4173576666666667,-22.2222
CPE,CALL,80.0,2022-04-14,46,51.56,0,0.8350570772976783,2409,1.13,0.596424,0.600723,0.531614,na,N,na,0.0141,0.4702889380530973,-25.0
CPG,CALL,7.5,2022-03-18,19,6.91,0.0215,0.5779592584029746,1071,0.18,0.151087,0.159725,0.88736,na,N,na,0.024,0.1366333333333333,-33.3333
CPG,CALL,5.0,2022-04-14,46,6.91,0.0215,0.5779592584029746,4585,1.95,1.972229,1.971721,1.0114,na,N,na,0.39,0.011269230769230809,-5.2632
CPG,CALL,7.5,2022-04-14,46,6.91,0.0215,0.5779592584029746,3207,0.38,0.367055,0.356965,0.965935,na,N,na,0.0507,0.04734210526315791,-14.2857
CPG,PUT,5.0,2022-04-14,46,6.91,0.0215,0.5779592584029746,2821,0.1,0.027783,0.027278,0.277832,na,N,na,0.02,0.724695,-200.0
CPNG,CALL,22.5,2022-03-18,19,25.0,0,0.5411208987617135,3488,3.5,2.880402,2.87061,0.822972,na,N,na,0.1556,0.1784268571428571,-5.8824
CPNG,CALL,24.0,2022-03-18,19,25.0,0,0.5411208987617135,2890,3.34,1.840785,1.811472,0.551133,na,N,na,0.1392,0.45325494011976053,-81.4346
CPNG,CALL,25.0,2022-03-18,19,25.0,0,0.5411208987617135,21916,1.94,1.234559,1.26281,0.650933,na,N,na,0.0776,0.35634819587628863,-5.8201
CPNG,CALL,27.5,2022-03-18,19,25.0,0,0.5411208987617135,3460,1.02,0.425681,0.425061,0.417334,na,N,na,0.0371,0.5829696078431373,-15.9574
CPNG,CALL,30.0,2022-03-18,19,25.0,0,0.5411208987617135,4097,0.51,0.107819,0.108623,0.212985,na,N,na,0.017,0.7878019607843137,-19.5652
CPNG,CALL,32.5,2022-03-18,19,25.0,0,0.5411208987617135,3765,0.26,0.018522,0.02195,0.084422,na,N,na,0.008,0.9221692307692307,-60.0
CPNG,CALL,35.0,2022-03-18,19,25.0,0,0.5411208987617135,1280,0.11,0.001671,0.003724,0.033857,na,N,na,0.0031,0.9754772727272727,-75.0
CPNG,CALL,25.0,2022-04-14,46,25.0,0,0.5411208987617135,2734,2.4,1.946929,1.990774,0.829489,na,N,na,0.096,0.1796452083333333,-9.1703
CPNG,PUT,18.5,2022-03-18,19,25.0,0,0.5411208987617135,10000,0.31,0.003964,0.005771,0.018617,na,N,na,0.0168,0.9842983870967741,-38.4615
CPNG,PUT,20.0,2022-03-18,19,25.0,0,0.5411208987617135,3231,0.51,0.032242,0.035891,0.070374,na,N,na,0.0255,0.9332029411764706,-17.0213
CPNG,PUT,21.0,2022-03-18,19,25.0,0,0.5411208987617135,10080,0.68,0.091184,0.096002,0.14118,na,N,na,0.0324,0.8623632352941176,-25.0
CPNG,PUT,22.5,2022-03-18,19,25.0,0,0.5411208987617135,2135,1.04,0.316991,0.307095,0.304799,na,N,na,0.0462,0.6999586538461537,-5.9406
CPRI,CALL,75.0,2022-03-18,19,68.97,0,0.46994276078352437,1777,0.92,1.007018,1.001061,1.094585,na,N,na,0.0123,0.09134728260869558,-20.4819
CRCT,CALL,30.0,2022-03-18,19,16.22,0,0.802313832147871,1236,0.28,0,0.000405,0.001446,na,N,na,0.0093,0.9992767857142857,-350.0
CRK,CALL,7.0,2022-03-18,19,8.16,0,0.5581453963268583,2990,1.38,1.22811,1.231098,0.8921,64,N,N,0.1971,0.10898260869565209,-20.0
CRK,CALL,8.0,2022-03-18,19,8.16,0,0.5581453963268583,1227,0.57,0.512078,0.507097,0.898382,64,N,N,0.0712,0.10598684210526303,-30.0
CRK,CALL,9.0,2022-03-18,19,8.16,0,0.5581453963268583,1644,0.2,0.143821,0.14378,0.719105,64,N,N,0.0222,0.28099750000000007,-66.6667
CRK,PUT,7.0,2022-03-18,19,8.16,0,0.5581453963268583,1143,0.13,0.048384,0.051203,0.393865,64,N,N,0.0186,0.6169730769230769,-300.0
CRM,CALL,245.0,2022-03-11,12,208.09,0,0.3273443615750296,2481,0.71,0.005915,0.012728,0.017926,na,N,na,0.0029,0.9868711267605634,-27.4194
CRM,CALL,255.0,2022-03-11,12,208.09,0,0.3273443615750296,1529,0.33,0,0.001076,0.00326,na,N,na,0.0013,0.998369696969697,-188.2353
CRM,CALL,195.0,2022-03-18,19,208.09,0,0.3273443615750296,2301,18.83,15.189599,15.136212,0.80667,na,N,na,0.0966,0.19474745087626122,-3.5135
CRM,CALL,200.0,2022-03-18,19,208.09,0,0.3273443615750296,6437,15.43,11.368243,11.361099,0.736762,na,N,na,0.0771,0.26346915100453666,-3.6304
CRM,CALL,210.0,2022-03-18,19,208.09,0,0.3273443615750296,3599,9.65,5.62042,5.590366,0.582427,na,N,na,0.046,0.4191302590673575,-2.0942
CRM,CALL,220.0,2022-03-18,19,208.09,0,0.3273443615750296,5396,5.6,2.235328,2.25895,0.403384,na,N,na,0.0255,0.5987251785714286,-5.5046
CRM,CALL,225.0,2022-03-18,19,208.09,0,0.3273443615750296,1196,4.13,1.377122,1.327422,0.333444,na,N,na,0.0184,0.6725733656174334,-6.25
CRM,CALL,230.0,2022-03-18,19,208.09,0,0.3273443615750296,9604,2.95,0.670216,0.737471,0.24999,na,N,na,0.0128,0.7614089830508475,-3.8062
CRM,CALL,235.0,2022-03-18,19,208.09,0,0.3273443615750296,1064,2.1,0.397008,0.38697,0.189052,na,N,na,0.0089,0.8133385714285714,-12.1212
CRM,CALL,240.0,2022-03-18,19,208.09,0,0.3273443615750296,5700,1.49,0.13394,0.197016,0.132225,na,N,na,0.0062,0.8889409395973155,-2.0408
CRM,CALL,250.0,2022-03-18,19,208.09,0,0.3273443615750296,7783,0.75,0.026549,0.042053,0.056071,na,N,na,0.003,0.9542653333333333,-12.8571
CRM,CALL,260.0,2022-03-18,19,208.09,0,0.3273443615750296,9153,0.37,0.003443,0.007677,0.02075,na,N,na,0.0014,0.9849729729729729,-17.6471
CRM,CALL,270.0,2022-03-18,19,208.09,0,0.3273443615750296,3008,0.22,0,0.00116,0.005275,na,N,na,0.0008,0.9973636363636363,-130.7692
CRM,CALL,280.0,2022-03-18,19,208.09,0,0.3273443615750296,3912,0.12,0,0.000147,0.001224,na,N,na,0.0004,0.9993875,-200.0
CRM,CALL,220.0,2022-04-14,46,208.09,0,0.3273443615750296,1283,8.23,5.641247,5.533396,0.685449,na,N,na,0.0374,0.3211030984204132,-4.3478
CRM,CALL,230.0,2022-04-14,46,208.09,0,0.3273443615750296,6250,5.1,3.12307,3.03613,0.612367,na,N,na,0.0222,0.396156862745098,-6.0606
CRM,CALL,240.0,2022-04-14,46,208.09,0,0.3273443615750296,2967,3.09,1.412179,1.551818,0.502206,na,N,na,0.0129,0.5203888349514563,-7.3826
CRM,CALL,250.0,2022-04-14,46,208.09,0,0.3273443615750296,1427,1.84,0.74606,0.739277,0.405467,na,N,na,0.0074,0.5963758152173914,-9.7143
CRM,CALL,260.0,2022-04-14,46,208.09,0,0.3273443615750296,6382,1.06,0.226491,0.330251,0.311558,na,N,na,0.0041,0.7373858490566038,-16.3265
CRM,CALL,270.0,2022-04-14,46,208.09,0,0.3273443615750296,6319,0.65,0.11938,0.139303,0.214312,na,N,na,0.0024,0.8010130769230768,-36.3636
CRM,PUT,180.0,2022-03-18,19,208.09,0,0.3273443615750296,2029,2.57,0.090462,0.12786,0.049751,na,Y,na,0.0143,0.9575249027237355,-11.5226
CRM,PUT,185.0,2022-03-18,19,208.09,0,0.3273443615750296,3909,3.35,0.337613,0.331051,0.10078,na,N,na,0.0181,0.9001994029850745,-12.6984
CRM,PUT,190.0,2022-03-18,19,208.09,0,0.3273443615750296,6246,4.38,0.693672,0.745738,0.17026,na,N,na,0.0231,0.8356837899543378,-8.3333
CRM,PUT,195.0,2022-03-18,19,208.09,0,0.3273443615750296,2681,5.7,1.549492,1.495678,0.271841,na,N,na,0.0292,0.7328798245614034,-7.2727
CRM,PUT,200.0,2022-03-18,19,208.09,0,0.3273443615750296,7211,7.25,2.733641,2.713699,0.377054,na,N,na,0.0362,0.6243213793103448,-5.6738
CRM,PUT,210.0,2022-03-18,19,208.09,0,0.3273443615750296,5733,11.58,7.003777,6.948233,0.604817,na,N,na,0.0551,0.3975816062176165,-3.9648
CRM,PUT,220.0,2022-03-18,19,208.09,0,0.3273443615750296,9642,17.45,13.679004,13.664581,0.783897,na,N,na,0.0793,0.2165161891117478,-2.907
CRM,PUT,230.0,2022-03-18,19,208.09,0,0.3273443615750296,7060,24.83,22.230915,22.256728,0.896364,na,N,na,0.108,0.10415539669754326,-2.2403
CRM,PUT,240.0,2022-03-18,19,208.09,0,0.3273443615750296,4253,33.17,31.91,31.910719,0.962036,na,N,na,0.1382,0.03797529394030755,-4.784
CRM,PUT,250.0,2022-03-18,19,208.09,0,0.3273443615750296,5784,43.2,41.91,41.91,0.970139,na,N,na,0.1728,0.029861111111111255,-4.7393
CRM,PUT,260.0,2022-03-18,19,208.09,0,0.3273443615750296,2292,52.18,51.91,51.91,0.994826,na,N,na,0.2007,0.005174396320429343,-2.6214
CRM,PUT,270.0,2022-03-18,19,208.09,0,0.3273443615750296,1781,62.3,61.91,61.91,0.99374,na,N,na,0.2307,0.006260032102728742,-3.097
CRM,PUT,175.0,2022-04-14,46,208.09,0,0.3273443615750296,3753,3.5,0.576831,0.576691,0.164809,na,Y,na,0.02,0.8352111428571429,-8.9552
CRM,PUT,200.0,2022-04-14,46,208.09,0,0.3273443615750296,1055,9.77,5.71192,5.483865,0.584639,na,N,na,0.0488,0.4270324974411463,-3.6458
CRM,PUT,220.0,2022-04-14,46,208.09,0,0.3273443615750296,4124,19.83,16.26511,16.16531,0.820227,na,N,na,0.0901,0.18228895612708007,-2.2959
CROX,CALL,85.0,2022-03-18,19,83.62,0,0.5339818947935869,1496,4.3,3.577747,3.546985,0.832034,57,N,N,0.0506,0.1715427906976744,-9.7561
CROX,CALL,100.0,2022-03-18,19,83.62,0,0.5339818947935869,1059,0.7,0.360898,0.364446,0.520637,57,N,N,0.007,0.48189714285714286,-33.3333
CROX,CALL,120.0,2022-03-18,19,83.62,0,0.5339818947935869,1081,0.1,0.002526,0.005388,0.053883,57,N,N,0.0008,0.96043,-200.0
CROX,CALL,125.0,2022-03-18,19,83.62,0,0.5339818947935869,2284,0.08,0,0.001595,0.019933,57,N,N,0.0006,0.9900312500000001,-100.0
CROX,PUT,80.0,2022-03-18,19,83.62,0,0.5339818947935869,1227,3.45,2.435423,2.346235,0.70592,57,N,N,0.0431,0.30700608695652176,-9.0909
CROX,PUT,70.0,2022-04-14,46,83.62,0,0.5339818947935869,5139,2.6,1.332337,1.268218,0.512437,57,Y,N,0.0371,0.49989326923076927,-16.6667
CROX,PUT,80.0,2022-04-14,46,83.62,0,0.5339818947935869,5147,5.75,4.443975,4.328655,0.772865,57,N,N,0.0719,0.23716260869565214,-9.0909
CRSP,PUT,50.0,2022-03-18,19,59.73,0,0.557666227722973,4160,1.02,0.22977,0.244377,0.239585,57,Y,N,0.0204,0.767575,-56.25
CRSP,PUT,55.0,2022-03-18,19,59.73,0,0.557666227722973,1993,2.13,1.039222,1.09128,0.512338,57,N,N,0.0387,0.4998821596244131,-17.9487
CRSR,CALL,22.5,2022-03-18,19,22.87,0,0.4228994985120687,2234,1.14,1.117331,1.104881,0.980114,na,N,na,0.0507,0.025345614035087602,-7.2727
CRSR,CALL,25.0,2022-03-18,19,22.87,0,0.4228994985120687,4440,0.26,0.244435,0.234639,0.940136,na,N,na,0.0104,0.07870384615384618,-8.0
CRSR,CALL,30.0,2022-04-14,46,22.87,0,0.4228994985120687,1520,0.11,0.053764,0.060559,0.550532,na,N,na,0.0037,0.48034999999999994,-10.0
CRSR,PUT,20.0,2022-03-18,19,22.87,0,0.4228994985120687,1747,0.27,0.068028,0.07273,0.269372,na,N,na,0.0135,0.739337037037037,-16.0
CRSR,PUT,27.5,2022-03-18,19,22.87,0,0.4228994985120687,1174,5.13,4.63,4.631791,0.902883,na,N,na,0.1865,0.09729132553606239,-20.4301
CRSR,PUT,30.0,2022-04-14,46,22.87,0,0.4228994985120687,1252,7.5,7.13,7.130129,0.950684,na,N,na,0.25,0.04932473333333333,-5.4795
CRTO,CALL,35.0,2022-03-18,19,32.28,0,0.4880937617849949,1179,0.6,0.524824,0.534417,0.890694,na,N,na,0.0171,0.11729916666666665,-40.0
CRWD,CALL,190.0,2022-03-11,12,181.75,0,0.51501832074296,1716,8.03,3.744049,3.664202,0.466258,15,N,N,0.0423,0.5387141344956413,-5.7692
CRWD,CALL,180.0,2022-03-18,19,181.75,0,0.51501832074296,3860,14.05,9.619303,9.656367,0.687286,15,N,Y,0.0781,0.3140330960854093,-1.4337
CRWD,CALL,185.0,2022-03-18,19,181.75,0,0.51501832074296,1058,11.68,7.377074,7.280393,0.631599,15,N,Y,0.0631,0.3725399400684931,-4.8246
CRWD,CALL,190.0,2022-03-18,19,181.75,0,0.51501832074296,1347,9.5,5.564025,5.387874,0.585687,15,N,Y,0.05,0.4235842631578947,-3.2086
CRWD,CALL,200.0,2022-03-18,19,181.75,0,0.51501832074296,7121,6.18,2.783516,2.722089,0.450407,15,N,Y,0.0309,0.5545627022653722,-4.1322
CRWD,CALL,210.0,2022-03-18,19,181.75,0,0.51501832074296,1471,4.0,1.157164,1.274499,0.318625,15,N,Y,0.019,0.696042125,-7.7922
CRWD,CALL,220.0,2022-03-18,19,181.75,0,0.51501832074296,3836,2.51,0.551134,0.53664,0.219575,15,N,Y,0.0114,0.7833119521912351,-17.316
CRWD,CALL,230.0,2022-03-18,19,181.75,0,0.51501832074296,1891,1.55,0.160124,0.212971,0.1374,15,N,Y,0.0067,0.8796467741935485,-18.3099
CRWD,CALL,240.0,2022-03-18,19,181.75,0,0.51501832074296,2692,0.91,0.062182,0.078305,0.08605,15,N,Y,0.0038,0.9228093406593406,-9.1954
CRWD,CALL,250.0,2022-03-18,19,181.75,0,0.51501832074296,3536,0.55,0.011821,0.026751,0.048639,15,N,Y,0.0022,0.9649345454545456,-22.0
CRWD,CALL,270.0,2022-03-18,19,181.75,0,0.51501832074296,1438,0.27,0,0.002608,0.009659,15,N,Y,0.001,0.9951703703703705,-160.0
CRWD,CALL,280.0,2022-03-18,19,181.75,0,0.51501832074296,1101,0.19,0,0.000752,0.00396,15,N,Y,0.0007,0.998021052631579,-46.6667
CRWD,CALL,210.0,2022-04-14,46,181.75,0,0.51501832074296,2116,6.78,4.681552,4.63713,0.690494,15,N,Y,0.0323,0.31278156342182895,-6.8702
CRWD,CALL,250.0,2022-04-14,46,181.75,0,0.51501832074296,2518,1.51,0.667581,0.696327,0.461143,15,N,Y,0.006,0.5483748344370861,-9.0278
CRWD,PUT,190.0,2022-03-11,12,181.75,0,0.51501832074296,1635,16.4,11.695779,11.612403,0.713157,15,N,N,0.0863,0.28938469512195114,-4.3614
CRWD,PUT,150.0,2022-03-18,19,181.75,0,0.51501832074296,1346,3.2,0.400657,0.386398,0.125205,15,Y,Y,0.0213,0.8770226562500001,-9.8361
CRWD,PUT,155.0,2022-03-18,19,181.75,0,0.51501832074296,1542,4.1,0.69293,0.756752,0.184574,15,N,Y,0.0265,0.823209512195122,-7.5949
CRWD,PUT,160.0,2022-03-18,19,181.75,0,0.51501832074296,1294,5.18,1.399388,1.354226,0.270152,15,N,Y,0.0324,0.7342071428571428,-9.0909
CRWD,PUT,180.0,2022-03-18,19,181.75,0,0.51501832074296,1173,12.3,7.38192,7.419838,0.603239,15,N,Y,0.0683,0.3983025203252033,-5.8577
CRWD,PUT,200.0,2022-03-18,19,181.75,0,0.51501832074296,2339,24.6,20.610683,20.516279,0.837833,15,N,Y,0.123,0.1640861382113821,-2.8866
CRWD,PUT,250.0,2022-03-18,19,181.75,0,0.51501832074296,2627,68.95,68.25,68.25,0.989848,15,N,Y,0.2758,0.010152284263959432,-2.3478
CRWD,PUT,160.0,2022-04-14,46,181.75,0,0.51501832074296,2150,8.2,4.071802,4.200024,0.512198,15,N,Y,0.0512,0.49562036585365843,-3.7267
CRWD,PUT,165.0,2022-04-14,46,181.75,0,0.51501832074296,1020,9.77,5.687854,5.641127,0.582175,15,N,Y,0.0592,0.42021591606960085,-3.6458
CRWD,PUT,190.0,2022-04-14,46,181.75,0,0.51501832074296,1045,21.38,17.696019,17.399547,0.82769,15,N,Y,0.1125,0.1792430776426567,-3.0879
CRWD,PUT,200.0,2022-04-14,46,181.75,0,0.51501832074296,2394,27.73,24.130575,24.104207,0.870197,15,N,Y,0.1386,0.13027800216372162,-2.0036
CRWD,PUT,210.0,2022-04-14,46,181.75,0,0.51501832074296,1616,34.97,31.874503,31.760794,0.911481,15,N,Y,0.1665,0.09014445238776089,-2.4602
CRWD,PUT,220.0,2022-04-14,46,181.75,0,0.51501832074296,1930,43.08,40.308483,40.188102,0.935666,15,N,Y,0.1958,0.06573137186629519,-2.23
CRWD,PUT,230.0,2022-04-14,46,181.75,0,0.51501832074296,1597,51.53,49.058872,49.169894,0.954199,15,N,Y,0.224,0.046877876964874846,-2.2571
CS,CALL,9.0,2022-03-18,19,8.44,0.040700004,0.3230978721799839,1277,0.13,0.075525,0.072962,0.580964,66,N,N,0.0144,0.42889615384615387,-50.0
CS,PUT,8.0,2022-03-18,19,8.44,0.040700004,0.3230978721799839,2622,0.15,0.075413,0.077769,0.518457,66,N,N,0.0187,0.48939333333333335,-100.0
CS,PUT,9.0,2022-03-18,19,8.44,0.040700004,0.3230978721799839,2164,0.7,0.616609,0.613249,0.88087,66,N,N,0.0778,0.12152999999999994,-33.3333
CS,PUT,10.0,2022-03-18,19,8.44,0.040700004,0.3230978721799839,3767,1.6,1.56,1.56,0.975,66,N,N,0.16,0.025000000000000022,-13.3333
